TDI Format 1.5	Offset	Absorption::R	Absorption::Theta	Absorption::X	Absorption::Y	iterator	multi[0]:iterator	multi[0]:y	multi[1]:iterator	multi[1]:y	multi[1]:Gate Readback std	multi[1]:Gate Readback
Iterator{I32}=0	0E+0	1.264411577E-7	5.631E+1	8.429434081E-8	1.264411577E-7	1.11E+2	0E+0	4.5E+9	1.6E+2	-2.173065387E-1	1.069467676E-2	3.320915426E+0
Main Screen Path{Path}=C:\\Program Files (x86)\\National Instruments\\LabVIEW 2012\\Stonerlab\\Programs\\Source Meter IV\\1Code.vi	0E+0	2.107362056E-7	1.44462E+2	-1.685883988E-7	8.429434081E-8	1.12E+2	0E+0	4.5E+9	1.61E+2	-2.170065987E-1	1.072713186E-2	3.320845379E+0
Measurement Timestamp{Timestamp}=<20:21:12.609 09/11/2017>T	0E+0	2.950289907E-7	1.53438E+2	-2.950289907E-7	1.264411577E-7	1.13E+2	0E+0	4.5E+9	1.62E+2	-2.167066587E-1	1.059927099E-2	3.320967962E+0
Measurement Title{String}=	0E+0	4.214709969E-7	8.3658E+1	4.214709969E-8	4.214709969E-7	1.14E+2	0E+0	4.5E+9	1.63E+2	-2.164067187E-1	1.060403949E-2	3.320814247E+0
Measurment Select{U16}=4	0E+0	2.950289907E-7	8.5602E+1	0E+0	2.950289907E-7	1.15E+2	0E+0	4.5E+9	1.64E+2	-2.161067786E-1	1.051828218E-2	3.320925155E+0
Measurment Select.__text__{String}=6221-Lockin-DAQ	0E+0	2.950289907E-7	8.1252E+1	4.214709969E-8	2.950289907E-7	1.16E+2	0E+0	4.5E+9	1.65E+2	-2.158068386E-1	1.059679198E-2	3.320896942E+0
Notes{String}=SBK237_01_D_4.5 to 8GHz_250mT_300uT_15dB	0E+0	5.479115889E-7	4.9896E+1	3.371767975E-7	4.214709969E-7	1.17E+2	0E+0	4.5E+9	1.66E+2	-2.155068986E-1	1.05853325E-2	3.320853811E+0
Offset{Double Float}=0.000000	0E+0	4.636173895E-7	5.712E+0	4.636173895E-7	4.214709969E-8	1.18E+2	0E+0	4.5E+9	1.67E+2	-2.152069586E-1	1.037345671E-2	3.320701718E+0
Option: 2182 Autozero{Boolean}=True	0E+0	3.793246043E-7	-7.2648E+1	8.429434081E-8	-3.793246043E-7	1.19E+2	0E+0	4.5E+9	1.68E+2	-2.149070186E-1	1.073934326E-2	3.320918669E+0
Option: 2182 Front Autozero{Boolean}=True	0E+0	8.429434081E-8	-1.0131E+2	-4.214709969E-8	-1.264411577E-7	1.2E+2	0E+0	4.5E+9	1.69E+2	-2.146070786E-1	1.064925113E-2	3.320752307E+0
Option: 2182 Hold{Boolean}=False	0E+0	2.950289907E-7	1.41342E+2	-2.528825982E-7	1.685883988E-7	1.21E+2	0E+0	4.5E+9	1.7E+2	-2.143071386E-1	1.067582752E-2	3.320990338E+0
Option: 2182 Hold Count{I32}=10	0E+0	5.479115889E-7	9E+1	0E+0	5.479115889E-7	1.22E+2	0E+0	4.5E+9	1.71E+2	-2.140071986E-1	1.026620564E-2	3.320677396E+0
Option: 2182 Hold Window{Double Float}=1.000000	0E+0	6.322057883E-7	5.8674E+1	2.950289907E-7	5.057651963E-7	1.23E+2	0E+0	4.5E+9	1.72E+2	-2.137072585E-1	1.018507577E-2	3.32083338E+0
Option: 2182 Line Sync{Boolean}=False	0E+0	4.214709969E-7	5.5494E+1	2.528825982E-7	3.371767975E-7	1.24E+2	0E+0	4.5E+9	1.73E+2	-2.134073185E-1	1.082817177E-2	3.321063303E+0
Option: 2182 Reference Reading{Double Float}=0.000000	0E+0	4.214709969E-7	0E+0	4.214709969E-7	0E+0	1.25E+2	0E+0	4.5E+9	1.74E+2	-2.131073785E-1	1.04779633E-2	3.320696854E+0
Option: 2182 Relative Mode{Boolean}=False	0E+0	8.429434081E-8	-1.0131E+2	-4.214709969E-8	-1.264411577E-7	1.26E+2	0E+0	4.5E+9	1.75E+2	-2.128074385E-1	1.072129079E-2	3.320972826E+0
Option: 2182 Trigger Delay{Cluster (Boolean,Double Float)}={'Auto':True,'Time(s)':0.000000}	0E+0	7.586477945E-7	-1.47264E+2	-6.743550093E-7	-4.636173895E-7	1.27E+2	0E+0	4.5E+9	1.76E+2	-2.125074985E-1	1.052191217E-2	3.320824949E+0
Option: 2182 Trigger Source{Enum U16 ((Immediate,Timer,Manual,Bus,Trigger link))}=Bus	0E+0	7.165014019E-7	-1.58196E+2	-7.165014019E-7	-2.950289907E-7	1.28E+2	0E+0	4.5E+9	1.77E+2	-2.122075585E-1	1.059673734E-2	3.320734796E+0
Option: 2182 Trigger Timer{Double Float}=0.000000	0E+0	3.371767975E-7	-1.04034E+2	-1.264411577E-7	-3.793246043E-7	1.29E+2	0E+0	4.5E+9	1.78E+2	-2.119076185E-1	1.034145526E-2	3.32075328E+0
Option: 560 Coupling{Enum U16 ((ground,DC,AC))}=ground	0E+0	5.057651963E-7	-6.3438E+1	2.107362056E-7	-5.057651963E-7	1.3E+2	0E+0	4.5E+9	1.79E+2	-2.116076785E-1	1.064310414E-2	3.320834353E+0
Option: 560 Enabled{Boolean}=False	0E+0	3.371767975E-7	-7.938E+1	4.214709969E-8	-3.793246043E-7	1.31E+2	0E+0	4.5E+9	1.8E+2	-2.113077385E-1	1.064979935E-2	3.320758793E+0
Option: 560 Gain{Enum U16 ((1,2,5,10,20,50,100,200,500,1000,2000,5000,10000,20000,50000))}=1	0E+0	4.214709969E-7	-1.50642E+2	-3.793246043E-7	-2.528825982E-7	1.32E+2	0E+0	4.5E+9	1.81E+2	-2.110077984E-1	1.05645838E-2	3.320845704E+0
Option: 560 Input Source{Enum U16 ((A,A-B,B))}=A	0E+0	6.322057883E-7	1.57068E+2	-6.322057883E-7	2.528825982E-7	1.33E+2	0E+0	4.5E+9	1.82E+2	-2.107078584E-1	1.054835178E-2	3.320876511E+0
Option: 6221 Adjust Mode{Enum U16 ((Offset,Frequency,Amplitude))}=Offset	0E+0	4.214709969E-7	8.103E+1	4.214709969E-8	4.214709969E-7	1.34E+2	0E+0	4.5E+9	1.83E+2	-2.104079184E-1	1.059287476E-2	3.320897915E+0
Option: 6221 Amplitude{Double Float}=0.060000	0E+0	6.322057883E-7	3.4284E+1	5.057651963E-7	3.371767975E-7	1.35E+2	0E+0	4.5E+9	1.84E+2	-2.101079784E-1	1.060029657E-2	3.320789925E+0
Option: 6221 Compliance{Double Float}=10.000000	0E+0	3.371767975E-7	-4.7724E+1	2.107362056E-7	-2.950289907E-7	1.36E+2	0E+0	4.5E+9	1.85E+2	-2.098080384E-1	1.05141125E-2	3.320689719E+0
Option: 6221 Duty Cycle{Double Float}=50.000000	0E+0	7.165014019E-7	-1.32396E+2	-5.057651963E-7	-5.479115889E-7	1.37E+2	0E+0	4.5E+9	1.86E+2	-2.095080984E-1	1.065554847E-2	3.320771116E+0
Option: 6221 External Trigger{Boolean}=False	0E+0	5.057651963E-7	-1.53438E+2	-5.057651963E-7	-2.528825982E-7	1.38E+2	0E+0	4.5E+9	1.87E+2	-2.092081584E-1	1.049575631E-2	3.32074647E+0
Option: 6221 External Trigger Ignore Multiple{Boolean}=False	0E+0	3.371767975E-7	-1.61568E+2	-3.793246043E-7	-1.264411577E-7	1.39E+2	0E+0	4.5E+9	1.88E+2	-2.089082184E-1	1.055460689E-2	3.320917372E+0
Option: 6221 Frequency{Double Float}=31.700000	0E+0	2.950289907E-7	-4.8012E+1	2.107362056E-7	-2.528825982E-7	1.4E+2	0E+0	4.5E+9	1.89E+2	-2.086082783E-1	1.06488849E-2	3.320901806E+0
Option: 6221 Function{U16}=1	0E+0	4.636173895E-7	-2.3964E+1	4.214709969E-7	-2.107362056E-7	1.41E+2	0E+0	4.5E+9	1.9E+2	-2.083083383E-1	1.055529347E-2	3.320871971E+0
Option: 6221 Function.__text__{String}=Sine	0E+0	2.528825982E-7	-2.1804E+1	2.107362056E-7	-1.264411577E-7	1.42E+2	0E+0	4.5E+9	1.91E+2	-2.080083983E-1	1.062978672E-2	3.320898887E+0
Option: 6221 Idle Level{Double Float}=0.000000	0E+0	2.950289907E-7	-5.0712E+1	2.107362056E-7	-2.950289907E-7	1.43E+2	0E+0	4.5E+9	1.92E+2	-2.077084583E-1	1.053411733E-2	3.321011092E+0
Option: 6221 Input trigger Line{U8}=5	0E+0	2.950289907E-7	-1.20258E+2	-1.685883988E-7	-2.950289907E-7	1.44E+2	0E+0	4.5E+9	1.93E+2	-2.074085183E-1	1.060525017E-2	3.320880403E+0
Option: 6221 Offset{Double Float}=0.000000	0E+0	5.479115889E-7	-1.08432E+2	-2.107362056E-7	-5.900579815E-7	1.45E+2	0E+0	4.5E+9	1.94E+2	-2.071085783E-1	1.065686259E-2	3.320932938E+0
Option: 6221 Output Trigger Line{U8}=4	0E+0	5.479115889E-7	-5.631E+1	2.950289907E-7	-5.057651963E-7	1.46E+2	0E+0	4.5E+9	1.95E+2	-2.068086383E-1	1.059623489E-2	3.320986446E+0
Option: 6221 Pass Through{Boolean}=True	0E+0	6.743550093E-7	-3.531E+1	5.479115889E-7	-4.214709969E-7	1.47E+2	0E+0	4.5E+9	1.96E+2	-2.065086983E-1	1.064224651E-2	3.320989041E+0
Option: 6221 Phase Marker{Boolean}=True	0E+0	4.214709969E-7	-1.152E+2	-2.107362056E-7	-4.214709969E-7	1.48E+2	0E+0	4.5E+9	1.97E+2	-2.062087582E-1	1.051151877E-2	3.321009795E+0
Option: 6221 Phase Marker Phase{Double Float}=0.000000	0E+0	8.429419939E-7	-1.41582E+2	-7.165014019E-7	-5.479115889E-7	1.49E+2	0E+0	4.5E+9	1.98E+2	-2.059088182E-1	1.068633655E-2	3.321015632E+0
Option: 6221 Range Level{Double Float}=2.000000E-12	0E+0	5.057651963E-7	-1.42122E+2	-4.636173895E-7	-3.371767975E-7	1.5E+2	0E+0	4.5E+9	1.99E+2	-2.056088782E-1	1.047894125E-2	3.320950126E+0
Option: 6221 Ranging{U16}=1	0E+0	2.528825982E-7	-1.27878E+2	-1.685883988E-7	-2.528825982E-7	1.51E+2	0E+0	4.5E+9	2E+2	-2.053089382E-1	1.050678908E-2	3.320878781E+0
Option: 6221 Ranging.__text__{String}=Best	0E+0	4.214709969E-7	-1.2816E+2	-2.950289907E-7	-3.371767975E-7	1.52E+2	0E+0	4.5E+9	2.01E+2	-2.050089982E-1	1.062932849E-2	3.320954341E+0
Option: 6221 Update Clock{Double Float}=0.000000	0E+0	2.528825982E-7	5.196E+0	2.528825982E-7	0E+0	1.53E+2	0E+0	4.5E+9	2.02E+2	-2.047090582E-1	1.068987022E-2	3.320913481E+0
Option: 6221 VISA{Visa Refnum (Void)}=GPIB0::13::INSTR	0E+0	4.214709969E-7	-1.1238E+2	-1.685883988E-7	-4.214709969E-7	1.54E+2	0E+0	4.5E+9	2.03E+2	-2.044091182E-1	1.043857918E-2	3.32086808E+0
Option: Confirm Config{Boolean}=False	0E+0	5.479115889E-7	1.77612E+2	-5.900579815E-7	0E+0	1.55E+2	0E+0	4.5E+9	2.04E+2	-2.041091782E-1	1.058186807E-2	3.320843109E+0
Option: Control Panel Ref{LVObjVI Refnum (Void)}=	0E+0	5.900579815E-7	1.1262E+2	-2.528825982E-7	5.479115889E-7	1.56E+2	0E+0	4.5E+9	2.05E+2	-2.038092382E-1	1.061337621E-2	3.320781169E+0
Option: DAQ Global Channel{Boolean}=False	0E+0	7.165014019E-7	9.5526E+1	-8.429434081E-8	7.165014019E-7	1.57E+2	0E+0	4.5E+9	2.06E+2	-2.035092981E-1	1.058180615E-2	3.320887537E+0
Option: DAQ Input Rate{Double Float}=10000.000000	0E+0	3.371767975E-7	1.37724E+2	-2.950289907E-7	2.107362056E-7	1.58E+2	0E+0	4.5E+9	2.07E+2	-2.032093581E-1	1.05095068E-2	3.320889807E+0
Option: DAQ Input Samples{I32}=200	0E+0	2.950289907E-7	-1.29288E+2	-2.528825982E-7	-2.950289907E-7	1.59E+2	0E+0	4.5E+9	2.08E+2	-2.029094181E-1	1.056754271E-2	3.320922885E+0
Option: DAQ Measurement Channels{1D Array (Cluster (UserDefinedRefnumTag Refnum (Void),Variable Tag [0],Variable Tag [0],Boolean,Double Float,String))}=[]	0E+0	1.685883988E-7	1.8E+2	-2.107362056E-7	0E+0	1.6E+2	0E+0	4.5E+9	2.09E+2	-2.026094781E-1	1.055710126E-2	3.320874565E+0
Option: Differential{I32}=10106	0E+0	8.429434081E-8	1.2369E+2	-8.429434081E-8	4.214709969E-8	1.61E+2	0E+0	4.5E+9	2.1E+2	-2.023095381E-1	1.051821532E-2	3.320837921E+0
Option: Differential.__text__{String}=Differential	0E+0	2.107362056E-7	-1.30602E+2	-1.685883988E-7	-1.685883988E-7	1.62E+2	0E+0	4.5E+9	2.11E+2	-2.020095981E-1	1.058386571E-2	3.320931317E+0
Option: Lockin Standoff Time{Double Float}=0.000000	0E+0	3.371767975E-7	-1.51698E+2	-3.371767975E-7	-1.685883988E-7	1.63E+2	0E+0	4.5E+9	2.12E+2	-2.017096581E-1	1.054032864E-2	3.320938775E+0
Option: Paranoid Save Data{Boolean}=True	0E+0	2.528825982E-7	-5.631E+1	1.264411577E-7	-2.528825982E-7	1.64E+2	0E+0	4.5E+9	2.13E+2	-2.014097181E-1	1.048689784E-2	3.320873593E+0
Option: Plot Autoback Path{Path}=C:\\TEMP\\XY Multiparam\\Backup.txt	0E+0	2.528825982E-7	-3.4992E+1	2.107362056E-7	-1.685883988E-7	1.65E+2	0E+0	4.5E+9	2.14E+2	-2.01109778E-1	1.042906659E-2	3.320840191E+0
Option: SR830  Ref Phase{Double Float}=0.000000	0E+0	8.429434081E-8	5.313E+1	4.214709969E-8	8.429434081E-8	1.66E+2	0E+0	4.5E+9	2.15E+2	-2.00809838E-1	1.053298515E-2	3.320974123E+0
Option: SR830  Synch Filter{Boolean}=False	0E+0	8.429434081E-8	-1.4034E+1	8.429434081E-8	-4.214709969E-8	1.67E+2	0E+0	4.5E+9	2.16E+2	-2.00509898E-1	1.057893788E-2	3.320923858E+0
Option: SR830  Time Constant{I16}=8	0E+0	2.107362056E-7	0E+0	2.107362056E-7	0E+0	1.68E+2	0E+0	4.5E+9	2.17E+2	-2.00209958E-1	1.049530779E-2	3.320923209E+0
Option: SR830  Time Constant.__text__{String}=100 ms	0E+0	2.528825982E-7	1.4034E+1	2.528825982E-7	4.214709969E-8	1.69E+2	0E+0	4.5E+9	2.18E+2	-1.99910018E-1	1.052864659E-2	3.321000391E+0
Option: SR830 2x Line Filter{Boolean}=True	0E+0	4.636173895E-7	4.1184E+1	3.371767975E-7	2.950289907E-7	1.7E+2	0E+0	4.5E+9	2.19E+2	-1.99610078E-1	1.060738983E-2	3.320898239E+0
Option: SR830 Adjust Gains{Boolean}=False	0E+0	5.057651963E-7	0E+0	5.057651963E-7	0E+0	1.71E+2	0E+0	4.5E+9	2.2E+2	-1.99310138E-1	1.052953712E-2	3.320867431E+0
Option: SR830 Auto Offset 1{Boolean}=False	0E+0	2.950289907E-7	-2.4774E+1	2.950289907E-7	-1.685883988E-7	1.72E+2	0E+0	4.5E+9	2.21E+2	-1.99010198E-1	1.049449749E-2	3.320977042E+0
Option: SR830 Auto Offset 2{Boolean}=False	0E+0	8.429434081E-8	9E+1	0E+0	8.429434081E-8	1.73E+2	0E+0	4.5E+9	2.22E+2	-1.987102579E-1	1.050283497E-2	3.321070762E+0
Option: SR830 Autophase{Boolean}=False	0E+0	4.214709969E-7	3.4506E+1	3.371767975E-7	2.528825982E-7	1.74E+2	0E+0	4.5E+9	2.23E+2	-1.984103179E-1	1.043799979E-2	3.320966016E+0
Option: SR830 DC Coupling?{Boolean}=False	0E+0	2.950289907E-7	2.6562E+1	2.528825982E-7	1.264411577E-7	1.75E+2	0E+0	4.5E+9	2.24E+2	-1.981103779E-1	1.046579158E-2	3.320957909E+0
Option: SR830 Display 1{U16}=0	0E+0	1.685883988E-7	6.6798E+1	4.214709969E-8	1.264411577E-7	1.76E+2	0E+0	4.5E+9	2.25E+2	-1.978104379E-1	1.052985584E-2	3.320963421E+0
Option: SR830 Display 1.__text__{String}=X	0E+0	2.528825982E-7	9.4764E+1	-4.214709969E-8	2.528825982E-7	1.77E+2	0E+0	4.5E+9	2.26E+2	-1.975104979E-1	1.049716362E-2	3.32096861E+0
Option: SR830 Display 2{U16}=0	0E+0	4.214709969E-7	7.1568E+1	1.264411577E-7	4.214709969E-7	1.78E+2	0E+0	4.5E+9	2.27E+2	-1.972105579E-1	1.047395267E-2	3.320858027E+0
Option: SR830 Display 2.__text__{String}=Y	0E+0	2.950289907E-7	5.1342E+1	1.685883988E-7	2.107362056E-7	1.79E+2	0E+0	4.5E+9	2.28E+2	-1.969106179E-1	1.052239478E-2	3.320924506E+0
Option: SR830 Dynamic Reserve{I16}=1	0E+0	3.793246043E-7	8.6634E+1	0E+0	3.793246043E-7	1.8E+2	0E+0	4.5E+9	2.29E+2	-1.966106779E-1	1.055114235E-2	3.320948504E+0
Option: SR830 Dynamic Reserve.__text__{String}=Normal	0E+0	2.107362056E-7	1.16562E+2	-1.264411577E-7	1.685883988E-7	1.81E+2	0E+0	4.5E+9	2.3E+2	-1.963107379E-1	1.057585769E-2	3.321005904E+0
Option: SR830 Expand 1{Enum U16 ((None,10x,100x))}=10x	0E+0	8.429434081E-8	1.65966E+2	-1.264411577E-7	0E+0	1.82E+2	0E+0	4.5E+9	2.31E+2	-1.960107978E-1	1.04267025E-2	3.320926128E+0
Option: SR830 Expand 2{Enum U16 ((None,10x,100x))}=10x	0E+0	4.214709969E-7	1.53438E+2	-3.793246043E-7	1.685883988E-7	1.83E+2	0E+0	4.5E+9	2.32E+2	-1.957108578E-1	1.050966763E-2	3.321131729E+0
Option: SR830 Filter Slope{I32}=1	0E+0	1.264411577E-7	8.0538E+1	0E+0	1.264411577E-7	1.84E+2	0E+0	4.5E+9	2.33E+2	-1.954109178E-1	1.048569748E-2	3.321044494E+0
Option: SR830 Filter Slope.__text__{String}=12 dB/oct	0E+0	3.793246043E-7	-1.7352E+1	3.371767975E-7	-1.264411577E-7	1.85E+2	0E+0	4.5E+9	2.34E+2	-1.951109778E-1	1.048521068E-2	3.321048386E+0
Option: SR830 Gain{I32}=-1	0E+0	4.636173895E-7	-4.5E+1	2.950289907E-7	-3.371767975E-7	1.86E+2	0E+0	4.5E+9	2.35E+2	-1.948110378E-1	1.049484328E-2	3.320995202E+0
Option: SR830 Gain.__text__{String}=Auto Gain	0E+0	2.950289907E-7	-6.738E+1	8.429434081E-8	-2.950289907E-7	1.87E+2	0E+0	4.5E+9	2.36E+2	-1.945110978E-1	1.051054489E-2	3.321035414E+0
Option: SR830 Ground Shield?{Boolean}=False	0E+0	8.429434081E-8	-1.58196E+2	-1.264411577E-7	-8.429434081E-8	1.88E+2	0E+0	4.5E+9	2.37E+2	-1.942111578E-1	1.049869564E-2	3.321061358E+0
Option: SR830 Harmonic{I32}=1	0E+0	8.429434081E-8	-1.35E+2	-8.429434081E-8	-8.429434081E-8	1.89E+2	0E+0	4.5E+9	2.38E+2	-1.939112178E-1	1.055974927E-2	3.321098327E+0
Option: SR830 Input{Enum U16 ((A,A-B,I 1MOhm,I 10MOhm))}=A	0E+0	5.057651963E-7	-2.0856E+1	4.636173895E-7	-2.107362056E-7	1.9E+2	0E+0	4.5E+9	2.39E+2	-1.936112777E-1	1.036493757E-2	3.320957584E+0
Option: SR830 Line Filter{Boolean}=True	0E+0	5.479115889E-7	-1.8432E+1	5.479115889E-7	-2.107362056E-7	1.91E+2	0E+0	4.5E+9	2.4E+2	-1.933113377E-1	1.051668905E-2	3.321137891E+0
Option: SR830 No Reset{Boolean}=False	0E+0	4.214709969E-8	0E+0	4.214709969E-8	0E+0	1.92E+2	0E+0	4.5E+9	2.41E+2	-1.930113977E-1	1.048160573E-2	3.321093787E+0
Option: SR830 Offset 1{Double Float}=0.000000	0E+0	5.057651963E-7	-1.62348E+2	-5.479115889E-7	-1.685883988E-7	1.93E+2	0E+0	4.5E+9	2.42E+2	-1.927114577E-1	1.051132697E-2	3.321130108E+0
Option: SR830 Offset 2{Double Float}=0.000000	0E+0	7.165014019E-7	-1.61568E+2	-7.165014019E-7	-2.528825982E-7	1.94E+2	0E+0	4.5E+9	2.43E+2	-1.924115177E-1	1.046231275E-2	3.321152808E+0
Option: SR830 Output Channel 1{Boolean}=False	0E+0	8.007956013E-7	-1.27878E+2	-5.057651963E-7	-6.743550093E-7	1.95E+2	0E+0	4.5E+9	2.44E+2	-1.921115777E-1	1.054856782E-2	3.321185237E+0
Option: SR830 Output Channel 2{Boolean}=False	0E+0	6.322057883E-7	-1.12932E+2	-2.950289907E-7	-6.322057883E-7	1.96E+2	0E+0	4.5E+9	2.45E+2	-1.918116377E-1	1.036915568E-2	3.320957909E+0
Option: SR830 Ratio 1{U16}=0	0E+0	6.322057883E-7	-1.32138E+2	-4.636173895E-7	-5.057651963E-7	1.97E+2	0E+0	4.5E+9	2.46E+2	-1.915116977E-1	1.051493364E-2	3.321042549E+0
Option: SR830 Ratio 1.__text__{String}=None	0E+0	4.636173895E-7	-1.6071E+2	-5.057651963E-7	-1.685883988E-7	1.98E+2	0E+0	4.5E+9	2.47E+2	-1.912117576E-1	1.052810386E-2	3.32112881E+0
Option: SR830 Ratio 2{U16}=0	0E+0	1.264411577E-7	-1.64052E+2	-1.685883988E-7	-8.429434081E-8	1.99E+2	0E+0	4.5E+9	2.48E+2	-1.909118176E-1	1.048726644E-2	3.32115897E+0
Option: SR830 Ratio 2.__text__{String}=None	0E+0	4.636173895E-7	-1.21428E+2	-2.950289907E-7	-4.636173895E-7	2E+2	0E+0	4.5E+9	2.49E+2	-1.906118776E-1	1.048647965E-2	3.321100273E+0
Option: SR830 Ref Amplitude{Double Float}=0.100000	0E+0	3.371767975E-7	-7.4052E+1	8.429434081E-8	-3.371767975E-7	2.01E+2	0E+0	4.5E+9	2.5E+2	-1.903119376E-1	1.049643117E-2	3.32108568E+0
Option: SR830 Ref Frequency{Double Float}=1013.000000	0E+0	2.107362056E-7	-4.0602E+1	1.264411577E-7	-1.685883988E-7	2.02E+2	0E+0	4.5E+9	2.51E+2	-1.900119976E-1	1.049830707E-2	3.32097315E+0
Option: SR830 Ref Source{Boolean}=False	0E+0	2.950289907E-7	-1.5738E+2	-2.950289907E-7	-1.264411577E-7	2.03E+2	0E+0	4.5E+9	2.52E+2	-1.897120576E-1	1.043919658E-2	3.32109476E+0
Option: SR830 Requested Parameters{1D Array (Enum U16 ((X,Y,R,Theta,Aux 1,Aux 2,Aux 3,Aux 4,Ref Freq,Channel 1,Channel 2)))}=[R,Theta]	0E+0	5.479115889E-7	1.77708E+2	-5.900579815E-7	0E+0	2.04E+2	0E+0	4.5E+9	2.53E+2	-1.894121176E-1	1.049679778E-2	3.321104813E+0
Option: SR830 Trigger Edge{Enum U16 ((Zero Crossing,Rising Edge,Falling Edge))}=Falling Edge	0E+0	5.479115889E-7	-1.5444E+2	-5.479115889E-7	-2.950289907E-7	2.05E+2	0E+0	4.5E+9	2.54E+2	-1.891121776E-1	1.043286245E-2	3.321022118E+0
Option: SR830 VISA{Visa Refnum (Void)}=	0E+0	5.057651963E-7	-1.15464E+2	-2.528825982E-7	-5.057651963E-7	2.06E+2	0E+0	4.5E+9	2.55E+2	-1.888122376E-1	1.050406693E-2	3.321028604E+0
Option: Sense Autorange{Boolean}=False	0E+0	5.479115889E-7	-9.4572E+1	-8.429434081E-8	-5.900579815E-7	2.07E+2	0E+0	4.5E+9	2.56E+2	-1.885122975E-1	1.0590417E-2	3.321111623E+0
Option: Sense Range Level{Double Float}=0.100000	0E+0	5.057651963E-7	-1.27878E+2	-3.371767975E-7	-4.636173895E-7	2.08E+2	0E+0	4.5E+9	2.57E+2	-1.882123575E-1	1.049699452E-2	3.321074005E+0
Option: Sense Rate{Double Float}=1.000000	0E+0	3.371767975E-7	-1.09656E+2	-1.264411577E-7	-3.371767975E-7	2.09E+2	0E+0	4.5E+9	2.58E+2	-1.879124175E-1	1.049074209E-2	3.32103282E+0
Option:560 Comport{Visa Refnum (Void)}=COM1	0E+0	4.636173895E-7	-4.8816E+1	2.950289907E-7	-3.793246043E-7	2.1E+2	0E+0	4.5E+9	2.59E+2	-1.876124775E-1	1.032239804E-2	3.321001688E+0
Option:560 Filter High Pass{U16}=0	0E+0	2.950289907E-7	-5.7528E+1	1.264411577E-7	-2.950289907E-7	2.11E+2	0E+0	4.5E+9	2.6E+2	-1.873125375E-1	1.038025641E-2	3.32111065E+0
Option:560 Filter High Pass.__text__{String}=0.03	0E+0	1.264411577E-7	-9E+1	0E+0	-1.685883988E-7	2.12E+2	0E+0	4.5E+9	2.61E+2	-1.870125975E-1	1.0528571E-2	3.321180697E+0
Option:560 Filter Lowpass{U16}=0	0E+0	1.685883988E-7	-6.0252E+1	8.429434081E-8	-1.685883988E-7	2.13E+2	0E+0	4.5E+9	2.62E+2	-1.867126575E-1	1.054465998E-2	3.321212153E+0
Option:560 Filter Lowpass.__text__{String}=0.03	0E+0	5.900579815E-7	1.5642E+1	5.479115889E-7	1.264411577E-7	2.14E+2	0E+0	4.5E+9	2.63E+2	-1.864127175E-1	1.049142202E-2	3.32126631E+0
Option:560 Filter Mode{U16}=0	0E+0	6.743550093E-7	2.8302E+1	5.900579815E-7	2.950289907E-7	2.15E+2	0E+0	4.5E+9	2.64E+2	-1.861127774E-1	1.043532778E-2	3.321130432E+0
Option:560 Filter Mode.__text__{String}=6 dB high pass	0E+0	5.479115889E-7	0E+0	5.479115889E-7	0E+0	2.16E+2	0E+0	4.5E+9	2.65E+2	-1.858128374E-1	1.046375602E-2	3.321135296E+0
Option:560 Invert{Boolean}=False	0E+0	5.900579815E-7	-8.7798E+1	0E+0	-6.322057883E-7	2.17E+2	0E+0	4.5E+9	2.66E+2	-1.855128974E-1	1.044259641E-2	3.321128486E+0
Option:560 dynamic reserve{Enum U16 ((low noise,high DR,calibration gains))}=calibration gains	0E+0	5.057651963E-7	-1.20066E+2	-2.950289907E-7	-4.636173895E-7	2.18E+2	0E+0	4.5E+9	2.67E+2	-1.852129574E-1	1.048888022E-2	3.321278958E+0
Option:570 Enabled{Boolean}=False	0E+0	3.371767975E-7	-1.4313E+2	-2.950289907E-7	-2.528825982E-7	2.19E+2	0E+0	4.5E+9	2.68E+2	-1.849130174E-1	1.046917661E-2	3.321137566E+0
Option:570 Filter High Pass{U16}=0	0E+0	4.214709969E-7	-1.76988E+2	-4.636173895E-7	-4.214709969E-8	2.2E+2	0E+0	4.5E+9	2.69E+2	-1.846130774E-1	1.042555153E-2	3.32112427E+0
Option:570 Filter High Pass.__text__{String}=0.03	0E+0	3.371767975E-7	1.64052E+2	-3.371767975E-7	8.429434081E-8	2.21E+2	0E+0	4.5E+9	2.7E+2	-1.843131374E-1	1.032466646E-2	3.321096381E+0
Option:570 Filter Lowpass{U16}=0	0E+0	3.371767975E-7	1.76424E+2	-3.793246043E-7	0E+0	2.22E+2	0E+0	4.5E+9	2.71E+2	-1.840131974E-1	1.031668376E-2	3.32108568E+0
Option:570 Filter Lowpass.__text__{String}=0.03	0E+0	4.636173895E-7	1.71468E+2	-5.057651963E-7	4.214709969E-8	2.23E+2	0E+0	4.5E+9	2.72E+2	-1.837132573E-1	1.0410661E-2	3.321116812E+0
Option:570 Filter Mode{U16}=0	0E+0	3.793246043E-7	-1.44462E+2	-3.371767975E-7	-2.528825982E-7	2.24E+2	0E+0	4.5E+9	2.73E+2	-1.834133173E-1	1.036893052E-2	3.321141133E+0
Option:570 Filter Mode.__text__{String}=6 dB high pass	0E+0	5.479115889E-7	-1.75236E+2	-5.900579815E-7	-8.429434081E-8	2.25E+2	0E+0	4.5E+9	2.74E+2	-1.831133773E-1	1.034038532E-2	3.321200155E+0
